,player,AD,VI,Ø,club,fixture,time,date
1254,Luuk Brouwers,6.5,5.5,6,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1255,Córdoba,7.0,7.5,7.25,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1256,Mats Deijl,5.5,6.0,5.75,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1257,Ogechika Heil,---,---,---,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1258,Jay Idzes,---,---,---,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1259,Joris Kramer,5.5,5.0,5.25,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1260,Bas Kuipers,6.0,5.5,5.75,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1261,Isac Lidberg,7.5,7.5,7.5,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1262,Boyd Lucassen,---,---,---,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1263,Cuco Martina,6.0,5.5,5.75,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1264,Gerrit Nauber,6.5,6.0,6.25,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1265,Andries Noppert,7.0,7.0,7,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1266,Ragnar Oratmangoen,6.0,5.5,5.75,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1267,Philippe Rommens,6.0,5.5,5.75,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1268,Team Ø,6.32,6.05,,Go Ahead Eagles,FC Twente - Go Ahead Eagles,14:30,20 Februari 2022
1269,Jesse Bosch,---,---,---,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1270,Wout Brama,6.0,6.5,6.25,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1271,Mees Hilgers,6.5,7.0,6.75,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1272,Julio Pleguezuelo,---,---,---,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1273,Dimitris Limnios,6.0,5.0,5.5,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1274,Virgil Misidjan,---,---,---,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1275,Jayden Oosterwolde,---,---,---,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1276,Robin Pröpper,6.0,7.0,6.5,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1277,Daan Rots,6.0,6.0,6,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1278,Michal Sadílek,6.0,6.0,6,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1279,Giovanni Troupée,6.5,7.0,6.75,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1280,Manfred Ugalde,---,---,---,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1281,Lars Unnerstall,6.5,6.5,6.5,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1282,Ricky van Wolfswinkel,5.0,5.0,5,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1283,Michel Vlap,5.5,5.5,5.5,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1284,Ramiz Zerrouki,6.5,6.5,6.5,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1285,Team Ø,6.05,6.18,,FC Twente,FC Twente - Heracles Almelo,20:00,5 November 2021
1286,Ismail Azzaoui,5.5,5.5,5.5,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1287,Navajo Bakboord,5.0,5.5,5.25,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1288,Sinan Bakış,---,---,---,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1289,Janis Blaswich,6.0,6.5,6.25,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1290,Delano Burgzorg,4.5,5.5,5,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1291,Luca de la Torre,6.5,6.0,6.25,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1292,Noah Fadiga,5.5,5.5,5.5,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1293,Orestis Kiomourtzoglou,5.5,6.0,5.75,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1294,Mats Knoester,5.5,6.0,5.75,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1295,Nikolai Laursen,---,---,---,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1296,Giacomo Quagliata,4.5,5.0,4.75,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1297,Marco Rente,4.5,5.0,4.75,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1298,Kaj Sierhuis,4.5,5.0,4.75,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1299,Elias Sierra,---,---,---,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1300,Rai Vloet,6.0,5.5,5.75,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1301,Team Ø,5.29,5.58,,Heracles Almelo,FC Twente - Heracles Almelo,20:00,5 November 2021
1302,Jesse Bosch,5.5,6.5,6,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1303,Denilho Cleonise,---,---,---,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1304,Mees Hilgers,6.5,7.0,6.75,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1305,Luka Ilić,---,---,---,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1306,Julio Pleguezuelo,6.0,6.5,6.25,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1307,Dimitris Limnios,5.0,5.0,5,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1308,Virgil Misidjan,7.0,7.5,7.25,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1309,Jayden Oosterwolde,5.0,6.5,5.75,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1310,Robin Pröpper,5.0,6.0,5.5,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1311,Daan Rots,5.0,5.0,5,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1312,Michal Sadílek,5.5,7.0,6.25,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1313,Gijs Smal,---,---,---,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1314,Giovanni Troupée,4.5,6.0,5.25,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1315,Lars Unnerstall,6.0,5.5,5.75,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1316,Ricky van Wolfswinkel,5.5,6.0,5.75,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1317,Michel Vlap,5.5,6.0,5.75,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1318,Team Ø,5.54,6.19,,FC Twente,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1319,Ali Akman,5.0,5.0,5,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1320,Édgar Barreto,6.0,6.0,6,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1321,Mattijs Branderhorst,7.0,7.5,7.25,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1322,Jordy Bruijn,5.5,5.5,5.5,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1323,Souffian el Karouani,5.5,5.5,5.5,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1324,Iván Márquez,6.5,6.5,6.5,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1325,Cas Odenthal,6.0,6.0,6,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1326,Jonathan Okita,6.0,6.5,6.25,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1327,Ole Romeny,---,---,---,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1328,Lasse Schöne,7.0,7.5,7.25,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1329,Elayis Tavşan,6.0,7.5,6.75,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1330,Bart van Rooij,5.5,5.5,5.5,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1331,Calvin Verdonk,---,---,---,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1332,Javier Vet,---,---,---,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1333,Team Ø,6,6.27,,NEC Nijmegen,FC Twente - NEC Nijmegen,12:15,24 Oktober 2021
1334,Jesse Bosch,---,---,---,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1335,Vaclav Černý,---,---,---,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1336,Denilho Cleonise,---,---,---,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1337,Mees Hilgers,6.0,6.5,6.25,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1338,Dimitris Limnios,---,---,---,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1339,Virgil Misidjan,6.5,6.0,6.25,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1340,Jayden Oosterwolde,5.5,6.0,5.75,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1341,Robin Pröpper,6.0,6.5,6.25,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1342,Daan Rots,6.0,5.0,5.5,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1343,Michal Sadílek,6.0,6.5,6.25,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1344,Giovanni Troupée,6.5,6.0,6.25,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1345,Lars Unnerstall,6.0,6.0,6,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1346,Ricky van Wolfswinkel,6.0,7.0,6.5,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1347,Michel Vlap,7.5,7.0,7.25,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1348,Ramiz Zerrouki,6.0,6.5,6.25,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1349,Team Ø,6.18,6.27,,FC Twente,FC Twente - RKC Waalwijk,12:15,12 December 2021
1350,Shawn Adewoye,5.5,6.0,5.75,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1351,Vurnon Anita,5.5,6.0,5.75,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1352,Ayman Azhil,5.0,5.5,5.25,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1353,Saïd Bakari,5.0,6.5,5.75,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1354,Iliass Bel Hassani,5.0,6.5,5.75,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1355,Alexander Büttner,5.0,5.5,5.25,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1356,Lennerd Daneels,5.0,5.5,5.25,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1357,Achraf el Bouchataoui,---,---,---,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
1358,Roy Kuijpers,---,---,---,RKC Waalwijk,FC Twente - RKC Waalwijk,12:15,12 December 2021
