player,AD,VI,Ø,club,home,away,time,date,hashtag
Maximilian Wittek,5.0,4.5,4.75,Vitesse,FC Utrecht,Vitesse,16:45,2022-02-20,utrvit
Remco Balk,---,---,---,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Othmane Boussaid,6.0,5.5,5.75,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Anastasios Douvikas,6.5,6.5,6.5,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Willem Janssen,6.5,6.5,6.5,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Adam Maher,5.5,6.0,5.75,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Mohamed Mallahi,---,---,---,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Maarten Paes,6.0,6.5,6.25,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Bart Ramselaar,8.5,8.5,8.5,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Moussa Sylla,6.5,6.5,6.5,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Hidde ter Avest,6.0,6.0,6,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Quinten Timber,6.5,6.5,6.5,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Sander van de Streek,6.0,6.5,6.25,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Mike van der Hoorn,6.0,6.5,6.25,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Mark van der Maarel,6.0,6.5,6.25,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Joris van Overeem,---,---,---,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Django Warmerdam,6.5,7.0,6.75,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Arthur Zagre,---,---,---,FC Utrecht,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Emil Bergström,5.5,6.0,5.75,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Ulrik Jenssen,5.0,5.0,5,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Anargyros Kampetsis,---,---,---,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Mats Köhlert,6.5,6.0,6.25,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Derrick Köhn,6.0,6.0,6,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Nikos Michelis,---,---,---,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Ché Nunnely,6.0,6.5,6.25,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Leeroy Owusu,4.5,5.5,5,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Pol Llonch,6.0,6.0,6,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Godfried Roemeratoe,---,---,---,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Driess Saddiki,5.0,5.0,5,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Görkem Sağlam,---,---,---,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Max Svensson,6.0,5.0,5.5,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Timon Wellenreuther,6.0,5.0,5.5,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Kwasi Wriedt,6.0,7.0,6.5,Willem II,FC Utrecht,Willem II,16:45,2021-10-31,utrwil
Fredrik Aursnes,6.5,6.5,6.5,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Justin Bijlow,6.0,5.5,5.75,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Cyriel Dessers,---,---,---,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Lutsharel Geertruida,6.5,7.0,6.75,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Alireza Jahanbakhsh,---,---,---,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Orkun Kökçü,7.0,6.0,6.5,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Bryan Linssen,5.5,5.0,5.25,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Tyrell Malacia,5.0,5.5,5.25,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Reiss Nelson,6.5,6.0,6.25,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Marcus Pedersen,5.0,6.5,5.75,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Marcos Senesi,5.0,5.5,5.25,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Luis Sinisterra,5.0,5.5,5.25,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Guus Til,6.5,6.0,6.25,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Jens Toornstra,5.0,5.0,5,Feyenoord,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Edson Álvarez,7.0,5.5,6.25,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Antony,5.5,5.0,5.25,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Steven Berghuis,5.5,5.5,5.5,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Daley Blind,6.5,6.0,6.25,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Ryan Gravenberch,6.0,6.0,6,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Sébastien Haller,6.0,5.0,5.5,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Davy Klaassen,6.0,5.5,5.75,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Lisandro Martínez,---,---,---,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Remko Pasveer,6.0,6.5,6.25,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Devyne Rensch,---,---,---,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Perr Schuurs,6.0,7.0,6.5,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Dušan Tadić,7.0,6.0,6.5,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Nico Tagliafico,6.5,6.0,6.25,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Jurriën Timber,6.5,6.0,6.25,AFC Ajax,Feyenoord,AFC Ajax,14:30,2021-12-19,feyaja
Fredrik Aursnes,6.5,7.0,6.75,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Justin Bijlow,8.0,7.6,7.8,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Cyriel Dessers,---,---,---,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Alireza Jahanbakhsh,---,---,---,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Orkun Kökçü,6.0,7.5,6.75,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Bryan Linssen,6.0,6.0,6,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Tyrell Malacia,6.0,7.0,6.5,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Reiss Nelson,---,---,---,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Marcus Pedersen,6.0,6.5,6.25,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Marcos Senesi,6.0,6.5,6.25,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Luis Sinisterra,6.5,7.0,6.75,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Guus Til,6.0,6.0,6,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Jens Toornstra,6.0,5.5,5.75,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Gernot Trauner,7.0,7.5,7.25,Feyenoord,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Zakaria Aboukhlal,---,---,---,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Jordy Clasie,6.0,5.5,5.75,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Dani de Wit,6.0,4.5,5.25,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Albert Guðmundsson,5.5,6.0,5.75,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Pantelis Hatzidiakos,6.5,6.5,6.5,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Jesper Karlsson,5.0,4.5,4.75,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Bruno Martins Indi,7.0,7.0,7,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Fredrik Midtsjø,5.5,5.5,5.5,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Vangelis Pavlidis,5.5,5.5,5.5,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Tijjani Reijnders,---,---,---,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Yukinari Sugawara,6.5,6.0,6.25,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Peter Vindahl Jensen,7.0,7.0,7,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Owen Wijndal,6.5,7.0,6.75,AZ Alkmaar,Feyenoord,AZ Alkmaar,16:45,2021-11-07,feyaz
Fredrik Aursnes,6.5,7.5,7,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Naoufal Bannis,---,---,---,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Cyriel Dessers,---,---,---,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Mark Diemers,---,---,---,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Lutsharel Geertruida,6.5,7.0,6.75,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Alireza Jahanbakhsh,6.5,7.0,6.75,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Orkun Kökçü,6.0,7.5,6.75,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Bryan Linssen,8.0,8.0,8,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Tyrell Malacia,6.5,7.0,6.75,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Ofir Marciano,6.5,7.0,6.75,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Reiss Nelson,---,---,---,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Marcus Pedersen,6.5,6.5,6.5,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Marcos Senesi,7.0,6.5,6.75,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Luis Sinisterra,6.5,7.5,7,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Guus Til,6.0,7.5,6.75,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Jens Toornstra,6.0,6.0,6,Feyenoord,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
George Cox,5.0,5.0,5,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Deroy Duarte,5.0,5.0,5,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Arianit Ferati,5.0,5.5,5.25,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Zian Flemming,5.5,5.5,5.5,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Emil Hansson,---,---,---,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Ivo Pinto,4.0,5.0,4.5,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Nigel Lonwijk,4.0,4.5,4.25,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Tijjani Noslin,6.0,---,6,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Ben Rienstra,5.0,5.0,5,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Andreas Samaris,---,---,---,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Mats Seuntjens,5.0,5.0,5,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Tesfaldet Tekie,6.0,5.5,5.75,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Mickaël Tirpan,6.0,5.0,5.5,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Yanick van Osch,6.0,4.5,5.25,Fortuna Sittard,Feyenoord,Fortuna Sittard,16:45,2021-12-05,feyfor
Fredrik Aursnes,---,---,---,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Justin Bijlow,7.0,7.0,7,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Wouter Burger,6.0,6.0,6,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Ramon Hendriks,---,---,---,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Alireza Jahanbakhsh,6.0,6.0,6,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Orkun Kökçü,6.0,7.5,6.75,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Bryan Linssen,7.5,8.0,7.75,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Tyrell Malacia,6.5,6.5,6.5,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Marcus Pedersen,6.0,7.0,6.5,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Marcos Senesi,---,---,---,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Luis Sinisterra,7.0,6.5,6.75,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Guus Til,5.5,6.0,5.75,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Jens Toornstra,6.0,6.0,6,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Gernot Trauner,7.5,7.0,7.25,Feyenoord,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Justin Bakker,6.5,5.5,6,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Martijn Berden,7.0,6.0,6.5,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Giannis Botos,6.0,6.0,6,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Yacine Bourhane,---,---,---,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Luuk Brouwers,7.0,6.0,6.5,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Mats Deijl,6.5,5.5,6,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Warner Hahn,7.0,6.5,6.75,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Ogechika Heil,---,---,---,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Bas Kuipers,6.5,5.5,6,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Isac Lidberg,6.0,5.5,5.75,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Boyd Lucassen,6.5,5.5,6,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Marc Cardona,---,---,---,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Jacob Mulenga,---,---,---,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Gerrit Nauber,7.0,6.5,6.75,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Ragnar Oratmangoen,6.0,5.0,5.5,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Philippe Rommens,6.5,6.0,6.25,Go Ahead Eagles,Feyenoord,Go Ahead Eagles,14:30,2021-08-22,feygae
Fredrik Aursnes,---,7.5,7.5,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Cyriel Dessers,---,6.0,6,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Lutsharel Geertruida,---,6.5,6.5,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Alireza Jahanbakhsh,---,6.0,6,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Orkun Kökçü,---,7.0,7,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Bryan Linssen,---,5.5,5.5,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Tyrell Malacia,---,6.0,6,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Ofir Marciano,---,6.5,6.5,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Reiss Nelson,---,---,---,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Marcus Pedersen,---,---,---,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Marcos Senesi,---,6.0,6,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Luis Sinisterra,---,8.0,8,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Guus Til,---,6.5,6.5,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Jens Toornstra,---,5.5,5.5,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Gernot Trauner,---,7.0,7,Feyenoord,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Ismail Azzaoui,---,---,---,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Navajo Bakboord,---,5.0,5,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Sinan Bakış,---,7.0,7,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Bilal Başaçıkoğlu,---,5.5,5.5,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Janis Blaswich,---,7.5,7.5,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Delano Burgzorg,---,5.0,5,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Luca de la Torre,---,6.0,6,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Noah Fadiga,---,---,---,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Orestis Kiomourtzoglou,---,5.5,5.5,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Mats Knoester,---,6.0,6,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Nikolai Laursen,---,---,---,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Giacomo Quagliata,---,5.0,5,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Marco Rente,---,6.0,6,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Lucas Schoofs,---,6.0,6,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Kaj Sierhuis,---,5.5,5.5,Heracles Almelo,Feyenoord,Heracles Almelo,20:00,2021-12-01,feyher
Fredrik Aursnes,---,---,---,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Justin Bijlow,6.0,5.5,5.75,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Cyriel Dessers,---,---,---,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Lutsharel Geertruida,5.0,6.5,5.75,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Ramon Hendriks,---,---,---,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Alireza Jahanbakhsh,5.0,6.0,5.5,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Orkun Kökçü,7.0,7.5,7.25,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Bryan Linssen,6.0,6.5,6.25,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Tyrell Malacia,5.5,6.5,6,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Marcos Senesi,6.5,7.5,7,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Luis Sinisterra,6.5,7.0,6.75,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Guus Til,8.0,8.0,8,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Jens Toornstra,6.0,6.0,6,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Gernot Trauner,6.0,7.5,6.75,Feyenoord,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Édgar Barreto,5.5,6.0,5.75,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Mattijs Branderhorst,5.0,5.0,5,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Ilias Bronkhorst,---,---,---,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Jordy Bruijn,5.5,6.0,5.75,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Souffian el Karouani,6.0,5.5,5.75,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Iván Márquez,5.5,6.0,5.75,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Magnus Mattsson,7.0,7.0,7,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Cas Odenthal,5.5,6.5,6,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Jonathan Okita,7.0,6.5,6.75,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Rodrigo Guth,---,---,---,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Ole Romeny,---,---,---,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Lasse Schöne,5.5,6.5,6,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Elayis Tavşan,5.0,6.0,5.5,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Bart van Rooij,6.0,5.5,5.75,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Calvin Verdonk,---,---,---,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Javier Vet,---,---,---,NEC Nijmegen,Feyenoord,NEC Nijmegen,21:00,2021-09-25,feynec
Fredrik Aursnes,7.0,7.5,7.25,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Justin Bijlow,6.5,6.5,6.5,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Cyriel Dessers,---,---,---,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Lutsharel Geertruida,---,---,---,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Alireza Jahanbakhsh,---,---,---,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
João Carlos Teixeira,---,---,---,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Orkun Kökçü,6.5,8.0,7.25,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Bryan Linssen,7.0,8.0,7.5,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Tyrell Malacia,6.5,7.0,6.75,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Reiss Nelson,---,---,---,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Marcus Pedersen,6.0,6.5,6.25,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Marcos Senesi,6.5,7.0,6.75,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Luis Sinisterra,7.0,7.5,7.25,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Guus Til,6.5,7.0,6.75,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Jens Toornstra,6.0,5.0,5.5,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Gernot Trauner,7.0,6.5,6.75,Feyenoord,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Luka Adžić,5.0,5.0,5,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Mees de Wit,5.0,5.0,5,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Dean Huiberts,5.5,5.0,5.25,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Gervane Kastaneer,---,---,---,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Sam Kersten,4.0,5.0,4.5,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Kostas Lamprou,6.0,5.5,5.75,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Yuta Nakayama,5.0,5.5,5.25,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Kenneth Paal,5.0,6.0,5.5,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Mark Pabai,5.0,6.0,5.5,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Eliano Reijnders,5.0,6.0,5.5,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
Mustafa Saymak,5.5,5.5,5.5,PEC Zwolle,Feyenoord,PEC Zwolle,14:30,2021-11-21,feypec
